Assembly Accession	Source Database	Organism Name	Organism Infraspecific Names Strain	Assembly Level	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly Stats Total Number of Chromosomes	Assembly Stats GC Percent	CheckM completeness	CheckM contamination	Assembly Sequencing Tech	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Geographic location	Assembly BioSample Collection date	Assembly BioProject Accession	Assembly BioProject Lineage Title	Assembly Release Date
GCF_055705365.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5426588	1	1	57.5	98.97	1.73	Oxford Nanopore Technologies	SAMN56287213	Mint			Brazil: Ribeirao Preto	2024	PRJNA1430387	Klebsiella pneumoniae isolate:P261 Genome sequencing	2026-03-09
GCF_055721345.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	YK36	Complete Genome	6097883	5	5	56.5	96.73	1.65	Oxford Nanopore PromethION	SAMN54691602	blood	Homo sapiens	not applicable	Turkey: Ankara	2024-03-20	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721365.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	YK33	Complete Genome	6143576	5	5	56.5	97.42	2.54	Oxford Nanopore PromethION	SAMN54691601	urine	Homo sapiens	not applicable	Turkey: Ankara	2024-03-20	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721385.4	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	YK31	Complete Genome	6368364	6	6	56	97.25	1.36	Oxford Nanopore PromethION	SAMN54691600	blood	Homo sapiens	not applicable	Turkey: Ankara	2024-03-25	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721405.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	YK30	Complete Genome	5635866	3	3	57	97.46	0.58	Oxford Nanopore PromethION	SAMN54691599	sputum	Homo sapiens	not applicable	Turkey: Ankara	2024-03-30	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721465.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK82	Complete Genome	5726929	6	6	57	98.28	1.15	Oxford Nanopore PromethION	SAMN54691596	urine	Homo sapiens	not applicable	Turkey: Ankara	2021-02-17	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721485.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK72	Complete Genome	5787840	7	7	57	97.48	0.79	Oxford Nanopore PromethION	SAMN54691595	blood	Homo sapiens	not applicable	Turkey: Ankara	2019-08-26	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721525.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK66	Complete Genome	5642023	3	3	57	98.03	1.45	Oxford Nanopore PromethION	SAMN54691593	urine	Homo sapiens	not applicable	Turkey: Adana	2020-12-01	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721545.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK55	Complete Genome	5996752	5	5	56.5	97.72	1.55	Oxford Nanopore PromethION	SAMN54691592	blood	Homo sapiens	not applicable	Turkey: Ankara	2019-09-24	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721565.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK54	Complete Genome	5735705	4	4	57	98.12	0.86	Oxford Nanopore PromethION	SAMN54691591	sputum	Homo sapiens	not applicable	Turkey: Ankara	2019-05-03	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721585.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK53	Complete Genome	5817352	4	4	56.5	97.27	0.68	Oxford Nanopore PromethION	SAMN54691590	body fluid	Homo sapiens	not applicable	Turkey: Ankara	2019-11-02	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721605.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK50	Complete Genome	5646488	3	3	57	96.49	0.77	Oxford Nanopore PromethION	SAMN54691589	tissue biopsy	Homo sapiens	not applicable	Turkey: Ankara	2019-11-07	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721625.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK47	Complete Genome	5584388	3	3	57	96.46	1.02	Oxford Nanopore PromethION	SAMN54691588	blood	Homo sapiens	not applicable	Turkey: Ankara	2019-01-22	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721645.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK45	Complete Genome	6047539	7	7	56.5	96.75	1.88	Oxford Nanopore PromethION	SAMN54691587	sputum	Homo sapiens	not applicable	Turkey: Adana	2020-10-19	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721665.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK35	Complete Genome	5488770	3	3	57	97.39	1.12	Oxford Nanopore PromethION	SAMN54691586	wound	Homo sapiens	not applicable	Turkey: Adana	2020-10-03	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721685.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK33	Complete Genome	5588173	5	5	57	98.04	0.67	Oxford Nanopore PromethION	SAMN54691585	blood	Homo sapiens	not applicable	Turkey: Adana	2020-09-30	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055721705.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	KK22	Complete Genome	5911022	6	6	56.5	96.07	0.94	Oxford Nanopore PromethION	SAMN54691584	blood	Homo sapiens	not applicable	Turkey: Adana	2020-09-09	PRJNA1403192	Whole-genome sequencing and analysis of clinical Klebsiella pneumoniae isolates	2026-03-09
GCF_055790475.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	BP9811	Complete Genome	5395234	2	2	57.5	98.68	0.33	Illumina NovaSeq; PacBio Sequel	SAMN56319679	CSF	Homo sapiens		China:Zhejiang	2025-06-17	PRJNA1431727	Klebsiella pneumoniae strain:BP9811 Genome sequencing	2026-03-11
GCF_055807315.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	MM2024_1	Complete Genome	5222533	1	1	57.5	98.77	0.2	Oxford Nanopore MinION	SAMN56298824				Denmark: Aarhus	2024-09-07	PRJNA1431160	Klebsiella pneumoniae strain:MM2024_1 Genome sequencing	2026-03-12
GCF_055810215.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	SRMKP8882	Complete Genome	5736229	3	3	57	98.81	0.43	Oxford Nanopore	SAMN54306992	clinical	Homo sapiens	Lung Infection	China: Hangzhou	2025	PRJNA1392157	Klebsiella pneumoniae Genome sequencing	2026-03-12
GCF_055814305.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	Kp-mink	Complete Genome	5295446	1	1	57.5	98.55	0.69	Illumina HiSeq	SAMN46905645	lung	mink	pneumonia	China	2022-10-22	PRJNA1225858	Klebsiella pneumoniae strain:Kp-mink | isolate:Kp-mink Genome sequencing	2026-03-12
GCF_055824605.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-Wania	Complete Genome	5319503	2	2	57.5	98.81	1.27	Illumina MiniSeq, Oxford Nanopore	SAMN46862856	milk	Bos taurus	mastitis	Switzerland	2024	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824615.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-15213	Complete Genome	5635527	2	2	57	98.81	0.94	Illumina MiniSeq, Oxford Nanopore	SAMN46862855	milk	Bos taurus	mastitis	Switzerland	2024-07-24	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824625.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-32163	Complete Genome	5470311	2	2	57.5	98.76	0.47	Illumina MiniSeq, Oxford Nanopore	SAMN46862854	milk	Bos taurus	mastitis	Switzerland	2024-08-07	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824635.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-1475	Complete Genome	5215424	2	2	57.5	99	0.43	Illumina MiniSeq, Oxford Nanopore	SAMN46862853	milk	Bos taurus	mastitis	Switzerland	2024-11-11	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824645.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-903	Complete Genome	5502711	2	2	57	98.77	1.64	Illumina MiniSeq, Oxford Nanopore	SAMN46862852	milk	Bos taurus	mastitis	Switzerland	2024-08-25	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824655.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-28324	Complete Genome	5398757	2	2	57.5	98.5	1.02	Illumina MiniSeq, Oxford Nanopore	SAMN46862851	milk	Bos taurus	mastitis	Switzerland	2024-07-24	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824695.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-1486	Complete Genome	5512001	4	4	57	98.32	0.77	Illumina MiniSeq, Oxford Nanopore	SAMN46862850	milk	Bos taurus	mastitis	Switzerland	2024-11-11	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824705.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-872	Complete Genome	5442893	6	6	57	99.07	0.71	Illumina MiniSeq, Oxford Nanopore	SAMN46862849	milk	Bos taurus	mastitis	Switzerland	2024-07-21	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824715.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-163	Complete Genome	5400445	2	2	57.5	98.72	1.02	Illumina MiniSeq, Oxford Nanopore	SAMN46862848	milk	Bos taurus	mastitis	Switzerland	2024-02-12	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824725.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-33307	Complete Genome	5440210	4	4	57	98.81	0.99	Illumina MiniSeq, Oxford Nanopore	SAMN46862846	milk	Bos taurus	mastitis	Switzerland	2024-08-07	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824735.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-860	Complete Genome	5725161	9	9	57	98.53	1.11	Illumina MiniSeq, Oxford Nanopore	SAMN46862844	milk	Bos taurus	mastitis	Switzerland	2024-07-21	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824745.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-22656	Complete Genome	5221219	2	2	57.5	98.26	1.02	Illumina MiniSeq, Oxford Nanopore	SAMN46862845	milk	Bos taurus	mastitis	Switzerland	2024-07-24	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824765.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-1432	Complete Genome	5412430	2	2	57.5	98.72	0.6	Illumina MiniSeq, Oxford Nanopore	SAMN46862843	milk	Bos taurus	mastitis	Switzerland	2024-11-13	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824775.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-33502	Complete Genome	5436345	4	4	57	98.81	0.53	Illumina MiniSeq, Oxford Nanopore	SAMN46862839	milk	Bos taurus	mastitis	Switzerland	2024-08-07	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824795.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-939	Complete Genome	5449018	3	3	57.5	98.24	1.33	Illumina MiniSeq, Oxford Nanopore	SAMN46862842	milk	Bos taurus	mastitis	Switzerland	2024-04-06	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824805.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-92	Complete Genome	5510975	3	3	57	98.81	0.97	Illumina MiniSeq, Oxford Nanopore	SAMN46862838	milk	Bos taurus	mastitis	Switzerland	2024-01-25	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824905.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-22865	Complete Genome	5379996	4	4	57.5	99.03	0.62	Illumina MiniSeq, Oxford Nanopore	SAMN46862837	milk	Bos taurus	mastitis	Switzerland	2024-07-24	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055824915.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-24247	Complete Genome	5367380	3	3	57.5	98.26	1.51	Illumina MiniSeq, Oxford Nanopore	SAMN46862836	milk	Bos taurus	mastitis	Switzerland	2024-07-24	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055825125.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-75462	Complete Genome	5428786	5	5	57	98.42	0.92	Illumina MiniSeq, Oxford Nanopore	SAMN46862822	milk	Bos taurus	mastitis	Switzerland	2024-07-24	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055825135.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-733	Complete Genome	5351084	4	4	57.5	98.29	1.35	Illumina MiniSeq, Oxford Nanopore	SAMN46862819	milk	Bos taurus	mastitis	Switzerland	2024-06-23	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055825155.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	K-Arola	Complete Genome	5454994	4	4	57.5	98.29	0.27	Illumina MiniSeq, Oxford Nanopore	SAMN46862816	milk	Bos taurus	mastitis	Switzerland	2024	PRJNA1224596	Genomic characteristics of bovine mastitis-associated Klebsiella	2026-03-13
GCF_055900635.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5330527	5	5	57.5	98.52	0.19	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342665	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2021	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900695.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5634769	6	6	57	98.09	1.29	Illumina NextSeq; Oxford Nanopore MinION	SAMN46343148	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2023	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900715.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5528325	9	9	57	98.52	1.56	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342820	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2014	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900775.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5699823	3	3	57	98.82	0.68	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342749	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2016	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900815.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5557356	5	5	57	98.29	0.37	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342694	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2021	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900825.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5712769	3	3	57	98.65	0.68	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342770	urine	Homo sapiens	Not collected	Canada: Ottawa	2013	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900855.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	09A19CPO004A	Complete Genome	5376237	3	3	57.5	98.27	0.88	Illumina NextSeq; Oxford Nanopore MinION	SAMN29503459	missing	Homo sapiens	not collected	Canada	2019	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900875.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	11A17CRGN019	Complete Genome	5548163	5	5	57	99.01	1.48	Illumina NextSeq; Oxford Nanopore MinION	SAMN34137946	stool/rectal swab	Homo sapiens	not collected	Canada: Ottawa	2017	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900885.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5609502	4	4	57	98.91	0.86	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342826	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2016	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900935.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	11A1213CRGN071	Complete Genome	5451638	6	6	57.5	98.09	1.1	Illumina NextSeq; Oxford Nanopore MinION	SAMN34137824	blood	Homo sapiens	not collected	Canada: Ottawa	2012	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055900945.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5446144	4	4	57.5	98.69	0.61	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342795	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2017	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901055.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5459958	4	4	57	98.12	0.75	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342761	blood	Homo sapiens	Not collected	Canada: Ottawa	2021	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901085.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5509603	5	5	57	98.12	0.8	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342760	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2021	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901115.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5703653	4	4	57	98.77	1.17	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342691	urine	Homo sapiens	Not collected	Canada: Ottawa	2021	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901135.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	04A18CPO002B	Complete Genome	5548724	5	5	57.5	98.09	0.44	Illumina NextSeq; Oxford Nanopore MinION	SAMN39841913	urine	Homo sapiens	not collected	Canada: Ottawa	2018	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901155.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5661098	5	5	57	98.86	1.16	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342671	blood	Homo sapiens	Not collected	Canada: Ottawa	2019	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901175.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	03A20CPO006	Complete Genome	5640292	4	4	57	98.77	1.17	Illumina NextSeq; Oxford Nanopore MinION	SAMN29503392	missing	Homo sapiens	not collected	Canada	2020	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901235.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5679312	7	7	57	98.37	1.31	Illumina NextSeq; Oxford Nanopore MinION	SAMN46343378	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2023	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901245.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5571019	4	4	57	98.64	1.17	Illumina NextSeq; Oxford Nanopore MinION	SAMN46343363	urine	Homo sapiens	Not collected	Canada: Ottawa	2023	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901305.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	04A19CPO001A	Complete Genome	5581903	5	5	57	98.31	0.75	Illumina NextSeq; Oxford Nanopore MinION	SAMN29503395	missing	Homo sapiens	not collected	Canada	2019	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901315.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5714290	7	7	57	98.64	1.27	Illumina NextSeq; Oxford Nanopore MinION	SAMN46343369	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2023	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901375.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5710012	7	7	57	98.64	1.31	Illumina NextSeq; Oxford Nanopore MinION	SAMN46343360	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2023	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901435.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	29A16CRGN002	Complete Genome	5571823	6	6	57.5	98.67	1.22	Illumina NextSeq; Oxford Nanopore MinION	SAMN34138205	wound	Homo sapiens	not collected	Canada: Ottawa	2016	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055901775.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5462849	4	4	57.5	99.07	0.89	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342592	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2017	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055902455.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5628315	5	5	57	98.9	1.16	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342632	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2019	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_055902465.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae		Complete Genome	5645703	8	8	57	98.47	1.41	Illumina NextSeq; Oxford Nanopore MinION	SAMN46342651	stool/rectal swab	Homo sapiens	Not collected	Canada: Ottawa	2017	PRJNA855907	Canadian Nosocomial Infection Surveillance Program on Carbapenemase Producing Gram-negatives	2026-03-15
GCF_056092675.1	SOURCE_DATABASE_REFSEQ	Klebsiella pneumoniae	WKP49	Complete Genome	5343953	1	1	57.5	98.98	0.32	Illumina NovaSeq	SAMN47611902	surface water	Not applicable		Taiwan	2020	PRJNA1242982	Environmental isolates of Klebsiella pneumoniae	2026-03-19
